id,date,scanner,min,max,err,pixels,minf,maxf,errf,created_at,updated_at
1321,2018-01-19,H174,35416,36127,1.99,41,35726,35747,0.06,,2018-01-21 00:20:03.775929
1325,2018-01-20,K115,35286,35824,1.51,44,35539,35554,0.04,,2018-01-21 13:11:26.933348
1323,2018-01-20,K121,35310,36254,2.64,34,35717,35734,0.05,,2018-01-21 13:11:26.939298
1324,2018-01-20,K168,35179,35967,2.22,37,35538,35568,0.08,,2018-01-21 13:11:26.95027
1326,2018-01-20,K114,35167,36093,2.6,19,35714,35735,0.06,,2018-01-21 13:11:26.954401
1327,2018-01-20,K171,35285,36231,2.65,40,35713,35737,0.07,,2018-01-21 13:11:26.958675
1328,2017-04-20,H167,35261,36259,2.79,75,35731,35774,0.12,,
1329,2017-04-20,H165,35198,36254,2.96,36,35655,35678,0.06,,
1330,2018-01-20,H161,35126,36401,3.57,35,35735,35759,0.07,,2018-01-21 21:22:37.190903
1331,2018-01-20,H162,35382,36058,1.89,23,35744,35772,0.08,,2018-01-21 21:22:37.196719
1332,2018-01-20,H163,35313,36210,2.51,51,35711,35773,0.17,,2018-01-21 21:22:37.200868
1335,2018-01-20,K169,34940,36231,3.63,30,35563,35574,0.03,,2018-01-21 21:30:40.428311
1333,2018-01-20,K120,35049,35950,2.54,35,35528,35543,0.04,,2018-01-21 21:30:40.446476
1334,2018-01-20,K141,35333,36087,2.11,43,35672,35708,0.1,,2018-01-21 21:30:40.465482
1338,2018-01-21,K239,35241,36233,2.78,20,35718,35728,0.03,,2018-01-21 23:13:28.809949
1337,2018-01-21,K238,35173,36158,2.76,6,35715,35717,0.01,,2018-01-21 23:13:28.815593
1339,2018-01-21,K250,35383,36103,2.01,19,35702,35709,0.02,,2018-01-21 23:13:28.819872
1336,2018-01-21,K237,35322,36000,1.9,13,35710,35720,0.03,,2018-01-21 23:13:28.823788
1340,2018-01-20,H171,35492,36037,1.52,33,35719,35755,0.1,,2018-01-22 02:47:06.619354
1345,2018-01-20,H173,35485,35961,1.33,23,35724,35747,0.06,,2018-01-22 02:47:06.624845
1341,2018-01-20,H175,34022,37057,8.54,62,35741,35773,0.09,,2018-01-22 02:47:06.629166
1343,2018-01-20,H177,35377,36131,2.11,30,35753,35766,0.04,,2018-01-22 02:47:06.640272
1342,2018-01-20,H176,35258,36277,2.85,28,35740,35765,0.07,,2018-01-22 02:47:06.644218
1344,2018-01-20,H174,35414,36122,1.98,44,35721,35752,0.09,,2018-01-22 02:47:06.648596
1347,2018-01-21,H161,35132,36409,3.57,35,35737,35758,0.06,,2018-01-22 12:23:01.759331
1348,2018-01-21,H162,35387,36050,1.86,23,35744,35771,0.08,,2018-01-22 12:23:01.764834
1346,2018-01-21,H163,35324,36227,2.52,52,35689,35783,0.26,,2018-01-22 12:23:01.769146
1351,2018-01-21,K169,34940,36229,3.62,34,35562,35572,0.03,,2018-01-22 12:55:15.612731
1349,2018-01-21,K120,35048,35951,2.54,38,35528,35542,0.04,,2018-01-22 12:55:15.624673
1350,2018-01-21,K141,35332,36087,2.11,45,35673,35707,0.1,,2018-01-22 12:55:15.628131
1352,2017-12-21,K121,35289,36254,2.7,36,35717,35734,0.05,,
1353,2017-12-21,K168,35174,35964,2.22,42,35540,35567,0.08,,
1354,2017-12-21,K115,35280,35823,1.53,45,35540,35553,0.04,,
1355,2017-12-21,K114,35164,36094,2.61,19,35714,35736,0.06,,
1356,2017-12-21,K171,35225,36122,2.51,38,35713,35739,0.07,,
1357,2017-04-21,H167,35262,36259,2.79,75,35728,35776,0.13,,
1358,2017-04-21,H165,35170,36248,3.02,37,35656,35679,0.06,,
1359,2016-11-16,K208,35365,35998,1.77,52,35697,35708,0.03,,
1360,2016-11-16,K210,35387,36074,1.92,59,35712,35721,0.03,,
1361,2016-11-16,K209,34394,36633,6.3,26,35517,35534,0.05,,
1362,2016-11-16,K172,35100,35965,2.43,28,35527,35546,0.05,,
1363,2016-07-17,K150,34849,36654,5.05,28,35710,35725,0.04,,
1364,2016-07-17,K173,35045,36121,3.02,56,35705,35733,0.08,,
1365,2016-07-17,K147,35320,35803,1.36,64,35560,35570,0.03,,
1366,2016-07-17,K149,35312,36078,2.15,37,35712,35734,0.06,,
1367,2016-07-17,K167,34794,36635,5.15,49,35670,35696,0.07,,
1368,2016-07-17,K150,34849,36654,5.05,28,35710,35725,0.04,,
1369,2016-07-17,K173,35045,36121,3.02,56,35705,35733,0.08,,
1370,2016-07-17,K147,35320,35803,1.36,64,35560,35570,0.03,,
1371,2016-07-17,K149,35312,36078,2.15,37,35712,35734,0.06,,
1372,2016-07-17,K167,34794,36635,5.15,49,35670,35696,0.07,,
1375,2018-01-17,H128,34380,36798,6.79,158,35724,35747,0.06,,2018-01-23 01:00:10.969984
1373,2018-01-17,H129,34983,36495,4.23,98,35691,35740,0.14,,2018-01-23 01:00:11.016132
1374,2018-01-17,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-01-23 01:00:11.020418
1376,2018-01-17,H127,35291,35979,1.93,175,35723,35747,0.07,,2018-01-23 01:00:11.024496
1379,2018-01-17,H128,34380,36798,6.79,158,35724,35747,0.06,,2018-01-23 01:04:37.518434
1377,2018-01-17,H129,34983,36495,4.23,98,35691,35740,0.14,,2018-01-23 01:04:37.53034
1378,2018-01-17,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-01-23 01:04:37.535915
1380,2018-01-17,H127,35291,35979,1.93,175,35723,35747,0.07,,2018-01-23 01:04:37.541388
1384,2018-01-17,K172,35103,35968,2.43,30,35527,35544,0.05,,2018-01-23 01:20:12.938352
1381,2018-01-17,K208,35360,36000,1.79,52,35698,35708,0.03,,2018-01-23 01:20:12.945486
1382,2018-01-17,K210,35387,36077,1.93,62,35710,35723,0.04,,2018-01-23 01:20:12.95929
1383,2018-01-17,K209,34443,36601,6.08,26,35517,35532,0.04,,2018-01-23 01:20:12.966497
1385,2017-12-19,K237,-1,-1,-0,8,-1,-1,-0,,
1386,2017-12-19,K238,35193,36136,2.64,5,35715,35718,0.01,,
1387,2017-12-19,K239,35240,36233,2.78,18,35717,35725,0.02,,
1388,2017-12-19,K250,35390,36103,1.99,18,35703,35711,0.02,,
1389,2017-12-19,K237,-1,-1,-0,8,-1,-1,-0,,
1390,2017-12-19,K238,35193,36136,2.64,5,35715,35718,0.01,,
1391,2017-12-19,K239,35240,36233,2.78,18,35717,35725,0.02,,
1392,2017-12-19,K250,35390,36103,1.99,18,35703,35711,0.02,,
1393,2017-12-20,K237,-1,-1,-0,8,-1,-1,-0,,
1394,2017-12-20,K238,35176,36156,2.75,6,35714,35717,0.01,,
1395,2017-12-20,K239,35242,36232,2.77,21,35717,35725,0.02,,
1396,2017-12-20,K250,35387,36102,2,19,35697,35707,0.03,,
1399,2018-01-22,K239,35244,36232,2.76,21,35718,35728,0.03,,2018-01-23 07:59:02.24194
1398,2018-01-22,K238,35173,36159,2.76,6,35716,35718,0.01,,2018-01-23 07:59:02.24761
1400,2018-01-22,K250,35378,36102,2.03,20,35699,35707,0.02,,2018-01-23 07:59:02.263451
1397,2018-01-22,K237,35322,36000,1.9,11,35710,35718,0.02,,2018-01-23 07:59:02.267503
1401,2017-12-18,K237,-1,-1,-0,8,-1,-1,-0,,
1402,2017-12-18,K238,35172,36157,2.76,5,35715,35717,0.01,,
1403,2017-12-18,K239,35243,36234,2.77,20,35718,35728,0.03,,
1404,2017-12-18,K250,-1,-1,-0,19,-1,-1,-0,,
1407,2018-01-17,K239,35243,36230,2.76,20,35718,35727,0.03,,2018-01-23 08:46:02.513335
1406,2018-01-17,K238,35177,36147,2.72,6,35714,35719,0.01,,2018-01-23 08:46:02.520349
1408,2018-01-17,K250,35392,36101,1.98,19,35700,35710,0.03,,2018-01-23 08:46:02.525624
1405,2018-01-17,K237,-1,-1,-0,8,-1,-1,-0,,2018-01-23 08:46:02.530847
1411,2018-01-22,K115,35276,35831,1.56,47,35541,35553,0.03,,2018-01-23 11:10:18.464075
1409,2018-01-22,K121,35291,36264,2.72,40,35717,35734,0.05,,2018-01-23 11:10:18.493522
1410,2018-01-22,K168,35175,35965,2.22,45,35541,35568,0.08,,2018-01-23 11:10:18.505583
1412,2018-01-22,K114,35167,36097,2.61,19,35714,35736,0.06,,2018-01-23 11:10:18.520851
1413,2018-01-22,K171,35281,36120,2.35,32,35714,35738,0.07,,2018-01-23 11:10:18.524859
1415,2018-01-22,H161,35120,36400,3.58,36,35732,35758,0.07,,2018-01-23 11:24:52.052793
1416,2018-01-22,H162,35383,36046,1.86,23,35741,35773,0.09,,2018-01-23 11:24:52.058897
1414,2018-01-22,H163,35316,36191,2.45,53,35696,35774,0.22,,2018-01-23 11:24:52.074655
1419,2018-01-22,K169,34942,36226,3.61,39,35564,35573,0.03,,2018-01-23 11:29:02.861783
1417,2018-01-22,K120,35048,35947,2.53,42,35527,35542,0.04,,2018-01-23 11:29:02.892276
1418,2018-01-22,K141,35335,36070,2.06,49,35670,35707,0.1,,2018-01-23 11:29:02.908394
1420,2017-03-22,H167,35266,36261,2.78,77,35732,35775,0.12,,
1421,2017-03-22,H165,35188,36234,2.93,39,35658,35677,0.05,,
1424,2018-01-23,K239,35243,36233,2.77,21,35713,35722,0.03,,2018-01-23 23:00:59.618774
1423,2018-01-23,K238,35191,36126,2.62,6,35714,35717,0.01,,2018-01-23 23:00:59.62343
1425,2018-01-23,K250,35378,36101,2.02,18,35699,35708,0.03,,2018-01-23 23:00:59.62736
1422,2018-01-23,K237,35322,35999,1.9,12,35711,35719,0.02,,2018-01-23 23:00:59.631006
1426,2018-01-22,H171,35494,36034,1.51,35,35711,35753,0.12,,2018-01-24 01:35:44.523692
1431,2018-01-22,H173,35489,35965,1.33,23,35731,35740,0.03,,2018-01-24 01:35:44.55384
1427,2018-01-22,H175,34015,37042,8.52,64,35733,35779,0.13,,2018-01-24 01:35:44.557106
1429,2018-01-22,H177,35396,36130,2.05,31,35753,35767,0.04,,2018-01-24 01:35:44.560343
1428,2018-01-22,H176,35254,36282,2.87,28,35741,35764,0.06,,2018-01-24 01:35:44.563346
1430,2018-01-22,H174,35406,36126,2.01,46,35721,35749,0.08,,2018-01-24 01:35:44.56654
1436,2018-01-18,K167,34789,36642,5.19,51,35670,35696,0.07,,2018-01-24 01:38:54.441488
1434,2018-01-18,K147,35311,35801,1.38,39,35560,35571,0.03,,2018-01-24 01:38:54.44687
1432,2018-01-18,K150,34817,36719,5.32,29,35708,35724,0.04,,2018-01-24 01:38:54.451974
1433,2018-01-18,K173,35050,36119,3,56,35706,35733,0.08,,2018-01-24 01:38:54.455686
1435,2018-01-18,K149,35313,36079,2.15,39,35712,35734,0.06,,2018-01-24 01:38:54.46819
1439,2018-01-18,H128,35454,35997,1.52,159,35725,35738,0.04,,2018-01-24 01:52:43.840852
1437,2018-01-18,H129,34969,36493,4.27,105,35689,35744,0.15,,2018-01-24 01:52:43.846198
1438,2018-01-18,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-01-24 01:52:43.862428
1440,2018-01-18,H127,35290,35972,1.91,175,35723,35747,0.07,,2018-01-24 01:52:43.866279
1444,2018-01-18,K172,35080,35965,2.49,31,35529,35547,0.05,,2018-01-24 02:04:41.371798
1441,2018-01-18,K208,35391,36005,1.72,41,35697,35708,0.03,,2018-01-24 02:04:41.382299
1442,2018-01-18,K210,35308,36127,2.29,38,35712,35721,0.03,,2018-01-24 02:04:41.386552
1443,2018-01-18,K209,34588,36446,5.23,24,35518,35531,0.04,,2018-01-24 02:04:41.39472
1449,2018-01-19,K167,34796,36641,5.17,58,35670,35695,0.07,,2018-01-24 02:20:05.120611
1447,2018-01-19,K147,35281,35821,1.52,50,35560,35570,0.03,,2018-01-24 02:20:05.126096
1445,2018-01-19,K150,33509,37801,12.04,18,35708,35726,0.05,,2018-01-24 02:20:05.142432
1446,2018-01-19,K173,-1,-1,-0,-1,-1,-1,-0,,2018-01-24 02:20:05.162462
1448,2018-01-19,K149,35251,36197,2.65,38,35712,35735,0.06,,2018-01-24 02:20:05.192851
1450,2016-10-19,H129,34994,36459,4.1,117,35692,35740,0.13,,
1451,2016-10-19,H130,35186,36120,2.62,-1,35707,35741,0.1,,
1452,2016-10-19,H128,35454,35990,1.5,160,35724,35738,0.04,,
1453,2016-10-19,H127,35289,35980,1.94,175,35723,35748,0.07,,
1454,2017-01-19,K208,35391,36005,1.72,41,35697,35708,0.03,,
1455,2017-01-19,K210,35308,36127,2.29,38,35712,35721,0.03,,
1456,2017-01-19,K209,34588,36446,5.23,24,35518,35531,0.04,,
1457,2017-01-19,K172,35080,35965,2.49,31,35529,35547,0.05,,
1462,2018-01-20,K167,34796,36641,5.17,58,35670,35695,0.07,,2018-01-24 02:56:34.218185
1460,2018-01-20,K147,35281,35821,1.52,50,35560,35570,0.03,,2018-01-24 02:56:34.242435
1458,2018-01-20,K150,33510,37757,11.92,18,35709,35725,0.04,,2018-01-24 02:56:34.248192
1459,2018-01-20,K173,-1,-1,-0,-1,-1,-1,-0,,2018-01-24 02:56:34.252127
1461,2018-01-20,K149,35251,36197,2.65,38,35712,35735,0.06,,2018-01-24 02:56:34.272228
1465,2018-01-20,H128,35464,35971,1.42,160,35721,35744,0.06,,2018-01-24 03:05:16.937335
1463,2018-01-20,H129,34998,36452,4.07,127,35689,35744,0.15,,2018-01-24 03:05:16.951515
1464,2018-01-20,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-01-24 03:05:16.955517
1466,2018-01-20,H127,35291,35993,1.97,175,35723,35746,0.06,,2018-01-24 03:05:16.95988
1470,2018-01-20,K172,35080,35965,2.49,31,35529,35547,0.05,,2018-01-24 03:26:47.576083
1467,2018-01-20,K208,35391,36005,1.72,41,35697,35708,0.03,,2018-01-24 03:26:47.586702
1468,2018-01-20,K210,35308,36127,2.29,38,35712,35721,0.03,,2018-01-24 03:26:47.590656
1469,2018-01-20,K209,34588,36446,5.23,24,35518,35531,0.04,,2018-01-24 03:26:47.598144
1471,2017-08-23,K121,35278,36141,2.42,27,35717,35734,0.05,,
1472,2017-08-23,K168,35174,35963,2.22,36,35540,35567,0.08,,
1473,2017-08-23,K115,35273,35830,1.57,48,35540,35554,0.04,,
1474,2017-08-23,K114,35164,36097,2.62,19,35715,35735,0.06,,
1475,2017-08-23,K171,35276,36118,2.36,37,35713,35736,0.06,,
1476,2018-01-23,H171,35491,36037,1.53,36,35706,35757,0.14,,2018-01-24 15:45:03.075675
1481,2018-01-23,H173,35492,35963,1.32,23,35726,35747,0.06,,2018-01-24 15:45:03.081699
1477,2018-01-23,H175,34029,37048,8.5,65,35742,35772,0.08,,2018-01-24 15:45:03.085971
1479,2018-01-23,H177,35397,36133,2.06,32,35752,35768,0.04,,2018-01-24 15:45:03.090037
1478,2018-01-23,H176,35256,36268,2.83,29,35742,35763,0.06,,2018-01-24 15:45:03.100173
1480,2018-01-23,H174,35412,36128,2,46,35719,35751,0.09,,2018-01-24 15:45:03.104341
1484,2018-01-23,K169,34941,36228,3.62,40,35561,35573,0.03,,2018-01-24 16:39:40.172571
1482,2018-01-23,K120,35060,35938,2.47,27,35526,35543,0.05,,2018-01-24 16:39:40.187484
1483,2018-01-23,K141,35337,36070,2.05,50,35673,35707,0.1,,2018-01-24 16:39:40.191452
1486,2018-01-23,H161,35128,36405,3.57,37,35738,35757,0.05,,2018-01-24 16:48:25.551546
1487,2018-01-23,H162,35378,36052,1.89,25,35742,35773,0.09,,2018-01-24 16:48:25.557145
1485,2018-01-23,H163,35326,36231,2.53,54,35699,35784,0.24,,2018-01-24 16:48:25.561105
1490,2018-01-24,K239,35291,36333,2.91,19,35718,35726,0.02,,2018-01-24 23:11:58.726073
1489,2018-01-24,K238,35206,36110,2.54,6,35713,35716,0.01,,2018-01-24 23:11:58.731551
1491,2018-01-24,K250,35392,36105,1.99,19,35699,35708,0.03,,2018-01-24 23:11:58.735632
1488,2018-01-24,K237,35320,35996,1.9,11,35707,35721,0.04,,2018-01-24 23:11:58.740088
1494,2018-01-24,K115,35275,35831,1.56,48,35541,35552,0.03,,2018-01-25 10:57:42.466274
1492,2018-01-24,K121,35285,36143,2.4,33,35716,35734,0.05,,2018-01-25 10:57:42.471191
1493,2018-01-24,K168,35173,35962,2.22,37,35539,35567,0.08,,2018-01-25 10:57:42.474926
1495,2018-01-24,K114,35163,36101,2.63,17,35715,35735,0.06,,2018-01-25 10:57:42.478694
1496,2018-01-24,K171,35274,36118,2.36,34,35712,35738,0.07,,2018-01-25 10:57:42.508004
1497,2018-01-24,H161,35122,36400,3.57,37,35733,35758,0.07,,2018-01-25 12:16:17.252908
1498,2018-01-24,H162,35378,36056,1.9,28,35741,35774,0.09,,2018-01-25 12:16:17.258173
1499,2018-01-24,H163,35342,36249,2.53,45,35705,35760,0.15,,2018-01-25 12:16:17.274615
1502,2018-01-24,K169,34926,36227,3.66,37,35563,35573,0.03,,2018-01-25 12:19:20.74072
1500,2018-01-24,K120,35061,35940,2.48,31,35528,35542,0.04,,2018-01-25 12:19:20.764355
1501,2018-01-24,K141,35369,36058,1.93,26,35673,35707,0.1,,2018-01-25 12:19:20.779329
1503,2018-01-24,H171,35504,36046,1.52,37,35707,35759,0.15,,2018-01-25 13:10:01.936989
1508,2018-01-24,H173,35485,35958,1.32,23,35724,35747,0.06,,2018-01-25 13:10:01.953772
1504,2018-01-24,H175,34021,37037,8.49,67,35732,35782,0.14,,2018-01-25 13:10:01.958248
1506,2018-01-24,H177,35366,36150,2.19,21,35751,35771,0.06,,2018-01-25 13:10:01.962195
1505,2018-01-24,H176,35256,36273,2.84,37,35741,35764,0.06,,2018-01-25 13:10:01.992136
1507,2018-01-24,H174,35417,36117,1.96,49,35717,35749,0.09,,2018-01-25 13:10:01.99633
1509,2017-03-24,H167,35263,36258,2.78,81,35729,35775,0.13,,
1510,2017-03-24,H165,35175,36243,2.99,13,35656,35680,0.07,,
1515,2018-01-21,K167,34797,36643,5.17,53,35670,35695,0.07,,2018-01-25 22:00:57.839921
1513,2018-01-21,K147,35282,35820,1.51,45,35558,35571,0.04,,2018-01-25 22:00:57.863284
1511,2018-01-21,K150,33509,37792,12.01,18,35709,35725,0.04,,2018-01-25 22:00:57.868762
1512,2018-01-21,K173,35053,36117,2.99,59,35704,35732,0.08,,2018-01-25 22:00:57.872706
1514,2018-01-21,K149,35249,36195,2.65,37,35712,35734,0.06,,2018-01-25 22:00:57.884994
1516,2017-03-21,H129,35000,36463,4.09,135,35689,35743,0.15,,
1517,2017-03-21,H130,35186,36120,2.62,-1,35707,35741,0.1,,
1518,2017-03-21,H128,35295,35910,1.73,164,35719,35746,0.08,,
1519,2017-03-21,H127,35279,35994,2.01,175,35722,35747,0.07,,
1523,2018-01-21,K172,35074,35962,2.5,31,35527,35545,0.05,,2018-01-25 22:20:58.491008
1520,2018-01-21,K208,35382,36011,1.76,41,35697,35706,0.03,,2018-01-25 22:20:58.501443
1521,2018-01-21,K210,35313,36119,2.26,38,35711,35722,0.03,,2018-01-25 22:20:58.515636
1522,2018-01-21,K209,34578,36456,5.29,24,35518,35530,0.03,,2018-01-25 22:20:58.523614
1528,2018-01-22,K167,34796,36641,5.17,58,35670,35695,0.07,,2018-01-25 22:35:08.766349
1526,2018-01-22,K147,35281,35821,1.52,50,35560,35570,0.03,,2018-01-25 22:35:08.771853
1524,2018-01-22,K150,33510,37757,11.92,18,35709,35725,0.04,,2018-01-25 22:35:08.777105
1525,2018-01-22,K173,-1,-1,-0,-1,-1,-1,-0,,2018-01-25 22:35:08.781132
1527,2018-01-22,K149,35251,36197,2.65,38,35712,35735,0.06,,2018-01-25 22:35:08.79332
1531,2018-01-22,H128,35324,36126,2.24,164,35725,35738,0.04,,2018-01-25 22:40:22.74646
1529,2018-01-22,H129,35022,36451,4,48,35687,35745,0.16,,2018-01-25 22:40:22.768414
1530,2018-01-22,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-01-25 22:40:22.772572
1532,2018-01-22,H127,35282,35987,1.98,175,35724,35746,0.06,,2018-01-25 22:40:22.776816
1535,2018-01-22,H128,35324,36126,2.24,164,35725,35738,0.04,,2018-01-25 22:45:47.140949
1533,2018-01-22,H129,35022,36451,4,48,35687,35745,0.16,,2018-01-25 22:45:47.147888
1534,2018-01-22,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-01-25 22:45:47.164006
1536,2018-01-22,H127,35282,35987,1.98,175,35724,35746,0.06,,2018-01-25 22:45:47.16955
1540,2018-01-22,K172,35070,35966,2.52,31,35528,35546,0.05,,2018-01-25 22:50:50.690577
1537,2018-01-22,K208,35378,36017,1.79,41,35698,35708,0.03,,2018-01-25 22:50:50.710151
1538,2018-01-22,K210,35312,36124,2.27,39,35711,35722,0.03,,2018-01-25 22:50:50.716208
1539,2018-01-22,K209,34576,36463,5.31,26,35518,35531,0.04,,2018-01-25 22:50:50.723711
1545,2018-01-23,K167,34797,36644,5.17,59,35671,35696,0.07,,2018-01-25 23:23:40.88167
1543,2018-01-23,K147,35284,35817,1.5,56,35558,35571,0.04,,2018-01-25 23:23:40.887625
1541,2018-01-23,K150,33505,37718,11.83,19,35709,35726,0.05,,2018-01-25 23:23:40.89305
1542,2018-01-23,K173,-1,-1,-0,-1,-1,-1,-0,,2018-01-25 23:23:40.89717
1544,2018-01-23,K149,35255,36195,2.63,38,35712,35734,0.06,,2018-01-25 23:23:40.931126
1548,2018-01-23,H128,35293,36129,2.34,166,35722,35743,0.06,,2018-01-25 23:34:20.648186
1546,2018-01-23,H129,35003,36471,4.11,54,35688,35744,0.16,,2018-01-25 23:34:20.653321
1547,2018-01-23,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-01-25 23:34:20.657107
1549,2018-01-23,H127,35306,35977,1.88,175,35722,35746,0.07,,2018-01-25 23:34:20.660841
1553,2018-01-23,K172,35103,35981,2.47,31,35527,35544,0.05,,2018-01-25 23:45:13.154869
1550,2018-01-23,K208,35376,36013,1.78,49,35698,35707,0.03,,2018-01-25 23:45:13.165181
1551,2018-01-23,K210,35313,36121,2.26,40,35711,35720,0.03,,2018-01-25 23:45:13.169215
1552,2018-01-23,K209,34653,36368,4.83,26,35518,35531,0.04,,2018-01-25 23:45:13.177071
1554,2017-05-24,K150,33478,37815,12.17,21,35707,35728,0.06,,
1555,2017-05-24,K173,35058,36220,3.26,50,35704,35732,0.08,,
1556,2017-05-24,K147,35283,35820,1.51,57,35560,35570,0.03,,
1557,2017-05-24,K149,35253,36194,2.63,39,35711,35734,0.06,,
1558,2017-05-24,K167,34791,36646,5.19,62,35671,35695,0.07,,
1561,2018-01-24,H128,35529,35898,1.03,166,35725,35740,0.04,,2018-01-26 00:17:15.579088
1559,2018-01-24,H129,35003,36471,4.11,54,35688,35744,0.16,,2018-01-26 00:17:15.606843
1560,2018-01-24,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-01-26 00:17:15.610878
1562,2018-01-24,H127,35290,35974,1.92,175,35723,35751,0.08,,2018-01-26 00:17:15.614959
1563,2017-02-24,K208,35378,36016,1.79,53,35697,35708,0.03,,
1564,2017-02-24,K210,35310,36119,2.27,42,35712,35721,0.03,,
1565,2017-02-24,K209,34669,36367,4.78,28,35518,35531,0.04,,
1566,2017-02-24,K172,35100,35981,2.48,31,35528,35545,0.05,,
1569,2018-01-25,K115,35280,35828,1.54,10,35541,35555,0.04,,2018-01-26 11:02:06.140166
1567,2018-01-25,K121,35285,36148,2.42,35,35717,35735,0.05,,2018-01-26 11:02:06.154677
1568,2018-01-25,K168,35170,35965,2.24,37,35539,35567,0.08,,2018-01-26 11:02:06.165321
1570,2018-01-25,K114,35164,36095,2.61,18,35713,35736,0.06,,2018-01-26 11:02:06.169763
1571,2018-01-25,K171,-1,-1,-0,-1,-1,-1,-0,,2018-01-26 11:02:06.173849
1572,2018-01-25,H161,35134,36388,3.51,16,35733,35758,0.07,,2018-01-26 12:55:37.375978
1573,2018-01-25,H162,35384,36045,1.85,22,35740,35772,0.09,,2018-01-26 12:55:37.387571
1574,2018-01-25,H163,35343,36258,2.56,46,35702,35775,0.2,,2018-01-26 12:55:37.396634
1577,2018-01-25,K169,34920,36229,3.68,39,35561,35573,0.03,,2018-01-26 12:58:22.024273
1575,2018-01-25,K120,35075,35929,2.41,36,35528,35544,0.05,,2018-01-26 12:58:22.03861
1576,2018-01-25,K141,35374,36055,1.91,27,35672,35707,0.1,,2018-01-26 12:58:22.042447
1578,2017-03-25,H167,35267,36258,2.77,81,35732,35774,0.12,,
1579,2017-03-25,H165,35091,36303,3.4,20,35652,35683,0.09,,
1580,2018-01-25,H171,35481,36039,1.56,37,35712,35754,0.12,,2018-01-26 21:17:13.902023
1585,2018-01-25,H173,35488,35957,1.31,24,35723,35747,0.07,,2018-01-26 21:17:13.927375
1581,2018-01-25,H175,34027,37045,8.49,70,35737,35777,0.11,,2018-01-26 21:17:13.931135
1583,2018-01-25,H177,35353,36150,2.23,30,35750,35772,0.06,,2018-01-26 21:17:13.934777
1582,2018-01-25,H176,35246,36271,2.87,38,35746,35759,0.04,,2018-01-26 21:17:13.93847
1584,2018-01-25,H174,35417,36109,1.93,51,35719,35747,0.08,,2018-01-26 21:17:13.972277
1586,2017-11-26,K121,35295,36143,2.37,35,35716,35734,0.05,,
1587,2017-11-26,K168,35169,35963,2.23,37,35539,35566,0.08,,
1588,2017-11-26,K115,35280,35825,1.53,19,35539,35554,0.04,,
1589,2017-11-26,K114,35165,36098,2.62,18,35714,35735,0.06,,
1590,2017-11-26,K171,35310,36118,2.26,32,35704,35737,0.09,,
1591,2017-03-26,H167,35265,36260,2.78,81,35729,35776,0.13,,
1592,2017-03-26,H165,35094,36304,3.39,22,35658,35679,0.06,,
1593,2018-01-26,H161,35136,36387,3.5,19,35734,35761,0.08,,2018-01-27 19:41:29.006158
1594,2018-01-26,H162,35391,36056,1.86,28,35744,35770,0.07,,2018-01-27 19:41:29.011796
1595,2018-01-26,H163,35343,36259,2.56,47,35688,35781,0.26,,2018-01-27 19:41:29.016137
1596,2017-12-26,K120,35068,35937,2.45,37,35527,35542,0.04,,
1597,2017-12-26,K141,35374,36054,1.9,27,35672,35707,0.1,,
1598,2017-12-26,K169,34925,36232,3.67,40,35563,35573,0.03,,
1599,2018-01-26,H171,35484,36036,1.54,39,35711,35753,0.12,,2018-01-28 02:03:35.212107
1604,2018-01-26,H173,35486,35953,1.31,24,35725,35746,0.06,,2018-01-28 02:03:35.228091
1600,2018-01-26,H175,34033,37047,8.48,70,35743,35771,0.08,,2018-01-28 02:03:35.294346
1602,2018-01-26,H177,35361,36155,2.22,30,35756,35769,0.04,,2018-01-28 02:03:35.298158
1601,2018-01-26,H176,35258,36274,2.84,39,35741,35765,0.07,,2018-01-28 02:03:35.301961
1603,2018-01-26,H174,35415,36113,1.95,51,35724,35747,0.06,,2018-01-28 02:03:35.305539
1605,2017-11-27,K121,35302,36141,2.35,36,35717,35734,0.05,,
1606,2017-11-27,K168,35176,35965,2.22,39,35539,35567,0.08,,
1607,2017-11-27,K115,35276,35827,1.55,20,35540,35553,0.04,,
1608,2017-11-27,K114,35165,36097,2.62,18,35715,35735,0.06,,
1609,2017-11-27,K171,35310,36118,2.26,32,35704,35737,0.09,,
1610,2017-09-27,K120,35059,35938,2.48,39,35528,35542,0.04,,
1611,2017-09-27,K141,35366,36060,1.94,30,35673,35707,0.1,,
1612,2017-09-27,K169,34919,36229,3.68,30,35562,35573,0.03,,
1613,2018-01-27,H161,35137,36392,3.51,22,35735,35759,0.07,,2018-01-28 18:47:48.663467
1614,2018-01-27,H162,35390,36052,1.85,30,35742,35772,0.08,,2018-01-28 18:47:48.69358
1615,2018-01-27,H163,35333,36260,2.59,48,35684,35778,0.26,,2018-01-28 18:47:48.697781
